"SERIAL","SKU","GRADE","SCAN DATE","SKID ID","EID",
"1S10AY008CUSPC09NT4V","REC-M73-M-I5","","2022-09-16 10:04:19","RN-10733-1","519",
"1S10AY008CUSMG00JDRQ","REC-M73-M-I5","","2022-09-16 10:04:19","RN-10733-1","519",
"1S10AY008CUSMG00JBFS","REC-M73-M-I5","","2022-09-16 10:04:19","RN-10733-1","519",
"1S10AY008CUSMG00JAX4","REC-M73-M-I5","","2022-09-16 10:04:19","RN-10733-1","519",
"1S10AY008CUSMG00JB2K","REC-M73-M-I5","","2022-09-16 10:04:19","RN-10733-1","519",
"1S10AY008CUSMG00JB1S","REC-M73-M-I5","","2022-09-16 10:04:19","RN-10733-1","519",
"1S10AY008CUSMG00JAWV","REC-M73-M-I5","","2022-09-16 10:04:19","RN-10733-1","519",
"1S10AY008CUSMG00JDRZ","REC-M73-M-I5","","2022-09-16 10:04:19","RN-10733-1","519",
"1S10AY008CUSMJ03HZ4J","REC-M73-M-I5","","2022-09-16 10:04:19","RN-10733-1","519",
"1S10AY008CUSMG00JB1B","REC-M73-M-I5","","2022-09-16 10:04:19","RN-10733-1","519",
"1S10HY000GUSMJ041PEK","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ046JB5","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04794W","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04798Q","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ046JAX","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSPC0HUP74","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ0479A7","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ046JB1","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04796E","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ05AGDD","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04798D","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ0479A8","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04JE73","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04JECJ","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04JE1D","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY0020USMJ0470P1","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04796W","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY000GUSMJ041PBX","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY001LUSMJ04Z3UZ","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04799S","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04795B","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ046JCC","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ057HZ5","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY0020USPC0FTW58","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ045ADG","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ0479AG","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04798Y","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY000GUSMJ040646","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY000GUSMJ04EAC8","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ0479AX","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04796K","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ0479AE","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ047972","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY001LUSMJ04Z4L5","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ0479AA","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04795W","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04799P","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ0479AS","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ047985","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04JE9V","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ046MK3","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ04796G","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"1S10HY002AUSMJ047956","REC-M700-M-I5","","2022-09-16 10:05:22","RN-10733-1","519",
"5BLNH03","REC-3070-M-I7","","2022-09-16 10:06:33","RN-10733-1","519",
"RN-TEMP-0000897","REC-5050-M-I5","","2022-09-16 10:08:04","RN-10733-1","519",
